account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,total_mrr,sub_count,total_usage_count,total_usage_duration,support_ticket_count,avg_ticket_resolution_time,has_churn_event,seniority_months,days_since_last_login,usage_trend_3m,ratio_critical_tickets,avg_resolution_delay,plan_changes_count,mrr_evolution
A-d77f4c,Company_470,DevTools,US,2023-09-25,partner,Pro,4,True,False,48726.0,14,617,182046.0,2,31.0,True,15.2,11,0.61,0.5,31.0,5,-2786.0
A-ccabf0,Company_471,HealthTech,IN,2023-11-06,organic,Pro,1,False,False,22379.0,10,506,169088.0,4,46.25,True,13.8,1,1.03,0.5,46.25,1,-2091.0
A-700ade,Company_472,Cybersecurity,UK,2024-10-31,organic,Enterprise,1,True,False,16875.0,8,284,85381.0,4,30.25,False,2.0,80,0.62,0.75,30.25,0,566.0
A-4a4c2d,Company_473,DevTools,US,2023-05-02,event,Enterprise,54,False,False,33966.0,13,587,164208.0,5,42.0,False,20.0,3,0.56,0.4,42.0,2,-1026.0
A-b7ef83,Company_474,Cybersecurity,UK,2024-05-29,partner,Pro,1,True,False,35868.0,15,738,216777.0,2,47.5,True,7.1,6,1.15,0.5,47.5,2,-435.0
A-e08cd3,Company_475,FinTech,US,2024-09-21,ads,Pro,67,True,False,71020.0,11,432,138064.0,8,30.38,True,3.3,1,72.0,0.75,30.38,1,10050.0
A-19b2c8,Company_476,DevTools,IN,2023-06-06,other,Pro,20,False,False,26703.0,13,601,188401.0,3,29.33,True,18.9,1,0.91,0.33,29.33,1,-2363.0
A-970c97,Company_477,HealthTech,DE,2024-03-01,other,Enterprise,14,False,False,15381.0,8,444,133732.0,1,61.0,False,10.0,1,3.9,1.0,61.0,1,0.0
A-6dee43,Company_478,FinTech,UK,2023-08-12,other,Basic,3,True,False,22770.0,11,461,142536.0,5,44.2,True,16.7,43,0.59,1.0,44.2,1,-114.0
A-5ed98d,Company_479,DevTools,US,2024-06-22,partner,Basic,24,False,False,15478.0,8,312,90314.0,5,35.8,True,6.3,16,14.6,0.4,35.8,1,196.0
A-c58f49,Company_480,EdTech,US,2024-07-31,other,Enterprise,70,True,False,70980.0,7,363,108540.0,3,36.33,True,5.0,22,2.59,0.67,36.33,1,-12600.0
A-9c18c4,Company_481,HealthTech,US,2023-07-27,ads,Pro,11,False,True,17823.0,10,556,178453.0,4,42.25,False,17.2,18,1.1,0.5,42.25,3,-3242.0
A-cc8c8f,Company_482,DevTools,US,2024-06-16,ads,Enterprise,23,False,False,15600.0,7,268,66983.0,2,14.5,True,6.5,40,1.04,1.0,14.5,2,995.0
A-5f7781,Company_483,DevTools,US,2024-08-20,other,Pro,22,False,False,10252.0,5,183,69505.0,2,28.5,True,4.4,6,0.34,1.0,28.5,1,-3300.0
A-e1b9cd,Company_484,DevTools,US,2023-02-26,event,Pro,40,False,True,37042.0,15,840,243616.0,1,35.0,True,22.1,19,0.26,1.0,35.0,3,-7200.0
A-ac85cd,Company_485,EdTech,US,2024-07-31,partner,Enterprise,53,False,False,41267.0,12,634,176002.0,3,33.67,True,5.0,34,2.1,0.0,33.67,3,-2597.0
A-d792a6,Company_486,DevTools,US,2023-01-23,organic,Enterprise,4,False,False,23049.0,15,690,203395.0,5,40.6,True,23.3,0,0.81,0.6,40.6,2,0.0
A-ac9111,Company_487,HealthTech,US,2023-08-12,event,Pro,21,True,False,26626.0,16,808,254330.0,3,24.67,True,16.7,4,1.38,0.67,24.67,1,3150.0
A-18793f,Company_488,EdTech,US,2024-12-18,organic,Basic,148,True,False,78588.0,11,486,168310.0,5,45.2,True,0.4,19,0.54,0.4,45.2,1,7252.0
A-9f0b68,Company_489,EdTech,US,2024-04-28,ads,Basic,10,False,False,28518.0,12,709,194123.0,3,30.33,True,8.1,4,0.38,0.67,30.33,3,1705.0
A-d3c88e,Company_490,DevTools,US,2024-10-18,event,Pro,16,False,False,26183.0,13,644,204483.0,3,58.0,True,2.4,10,0.97,1.0,58.0,3,480.0
A-ccb686,Company_491,DevTools,US,2024-01-22,other,Basic,10,False,False,21541.0,12,721,203848.0,1,67.0,True,11.3,3,1.85,1.0,67.0,5,961.0
A-118f1c,Company_492,Cybersecurity,US,2024-10-31,other,Pro,32,False,False,52160.0,8,369,96816.0,1,64.0,True,2.0,87,0.2,0.0,64.0,0,-5760.0
A-0e966d,Company_493,FinTech,IN,2024-06-25,ads,Basic,11,False,True,12445.0,11,636,197685.0,3,31.67,False,6.2,17,2.46,0.33,31.67,0,-1650.0
A-b9f5b1,Company_494,Cybersecurity,US,2023-01-24,other,Pro,15,True,False,7072.0,7,307,90576.0,6,31.83,True,23.2,32,1.52,0.33,31.83,0,-2985.0
A-8ae3fc,Company_495,DevTools,CA,2024-06-28,ads,Pro,9,False,False,4447.0,8,402,130242.0,4,39.5,True,6.1,7,1.04,1.0,39.5,0,380.0
A-55f257,Company_496,FinTech,US,2023-12-21,organic,Basic,9,False,False,12137.0,10,476,145972.0,6,43.17,False,12.4,0,2.6,0.5,43.17,3,441.0
A-d26ab4,Company_497,DevTools,UK,2024-11-07,organic,Basic,9,False,True,16613.0,9,458,121379.0,2,49.5,True,1.8,22,2.82,0.5,49.5,1,-209.0
A-712533,Company_498,EdTech,US,2023-07-31,organic,Pro,18,False,False,19382.0,12,571,180056.0,5,37.4,True,17.0,19,2.12,0.4,37.4,1,-2504.0
A-781cc0,Company_499,EdTech,US,2024-09-04,organic,Pro,12,False,False,18315.0,16,864,270008.0,4,57.5,True,3.9,1,0.87,0.75,57.5,2,1742.0
